promo_date,property,campaign,channel,promo_spend,redemptions,promo_revenue,is_duplicate_row,is_negative_spend,roi
2025-09-19,RW_NYC,Slots Frenzy,SMS,1288.6,151,2580.2,No,No,2.0023
2025-09-19,RW_NYC,Slots Frenzy,App,1242.49,200,4102.12,No,No,3.3015
2025-09-19,RW_NYC,Slots Frenzy,Onsite,1389.25,225,4213.55,No,No,3.033
2025-09-20,RW_NYC,Fall Bonus,Email,823.49,191,1328.7,No,No,1.6135
2025-09-20,RW_NYC,Fall Bonus,SMS,1983.89,214,7055.59,No,No,3.5564
2025-09-20,RW_NYC,Fall Bonus,App,2304.1,315,5425.66,No,No,2.3548
2025-09-20,RW_NYC,Fall Bonus,Onsite,2246.53,317,5017.34,No,No,2.2334
2025-09-20,RW_NYC,Holiday Boost,Email,897.77,79,2933.13,No,No,3.2671
2025-09-20,RW_NYC,Holiday Boost,SMS,640.12,102,2005.81,No,No,3.1335
2025-09-20,RW_NYC,Holiday Boost,App,1025.74,375,3843.82,No,No,3.7474
2025-09-20,RW_NYC,Holiday Boost,Onsite,1716.81,148,3017.04,No,No,1.7574
2025-09-20,RW_NYC,VIP Reload,Email,1318.55,165,2957.95,No,No,2.2433
2025-09-20,RW_NYC,VIP Reload,SMS,1435.68,223,3003.37,No,No,2.0919
2025-09-20,RW_NYC,VIP Reload,App,2818.11,284,8957.66,No,No,3.1786
2025-09-20,RW_NYC,VIP Reload,Onsite,969.12,124,1600.59,No,No,1.6516
2025-09-20,RW_NYC,Slots Frenzy,Email,587.85,101,1095.97,No,No,1.8644
2025-09-20,RW_NYC,Slots Frenzy,SMS,1558.88,119,4439.39,No,No,2.8478
2025-09-20,RW_NYC,Slots Frenzy,App,2691.13,201,5715.63,No,No,2.1239
2025-09-20,RW_NYC,Slots Frenzy,Onsite,2119.24,152,3888.04,No,No,1.8346
2025-09-21,RW_NYC,Fall Bonus,Email,1187.55,130,4020.01,No,No,3.3851
2025-09-21,RW_NYC,Fall Bonus,SMS,1802.78,160,6221.39,No,No,3.451
2025-09-21,RW_NYC,Fall Bonus,App,2950.67,282,6447.88,No,No,2.1852
2025-09-21,RW_NYC,Fall Bonus,Onsite,1916.59,233,6869.53,No,No,3.5842
2025-09-21,RW_NYC,Holiday Boost,Email,822.62,121,2516.41,No,No,3.059
2025-09-21,RW_NYC,Holiday Boost,SMS,1889.58,234,5916.37,No,No,3.1311
2025-09-21,RW_NYC,Holiday Boost,App,2552.52,264,6218.53,No,No,2.4362
2025-09-21,RW_NYC,Holiday Boost,Onsite,2053.88,275,4496.36,No,No,2.1892
2025-09-21,RW_NYC,VIP Reload,Email,1687.77,87,5664.0,No,No,3.3559
2025-09-21,RW_NYC,VIP Reload,SMS,1354.38,168,3889.39,No,No,2.8717
2025-09-21,RW_NYC,VIP Reload,App,2843.14,257,6181.46,No,No,2.1742
2025-09-21,RW_NYC,VIP Reload,Onsite,2458.14,277,8592.76,No,No,3.4956
2025-09-21,RW_NYC,Slots Frenzy,Email,1316.5,188,3711.3,No,No,2.8191
2025-09-21,RW_NYC,Slots Frenzy,SMS,1190.05,200,3645.15,No,No,3.063
2025-09-21,RW_NYC,Slots Frenzy,App,2254.49,261,4250.07,No,No,1.8852
2025-09-21,RW_NYC,Slots Frenzy,Onsite,2394.86,228,7912.75,No,No,3.3041
2025-09-22,RW_NYC,Fall Bonus,Email,881.49,47,2982.79,No,No,3.3838
2025-09-22,RW_NYC,Fall Bonus,SMS,1226.71,238,2236.52,No,No,1.8232
2025-09-22,RW_NYC,Fall Bonus,App,2197.92,283,5660.29,No,No,2.5753
2025-09-22,RW_NYC,Fall Bonus,Onsite,2082.27,166,5750.74,No,No,2.7618
2025-09-22,RW_NYC,Holiday Boost,Email,1342.58,215,3250.18,No,No,2.4208
2025-09-22,RW_NYC,Holiday Boost,SMS,912.29,180,2064.2,No,No,2.2627
2025-09-22,RW_NYC,Holiday Boost,App,2299.76,321,6341.02,No,No,2.7573
2025-09-22,RW_NYC,Holiday Boost,Onsite,1708.53,218,6434.21,No,No,3.7659
2025-09-22,RW_NYC,VIP Reload,Email,1075.51,90,2203.33,No,No,2.0486
2025-09-22,RW_NYC,VIP Reload,SMS,889.59,119,2858.32,No,No,3.2131
2025-09-22,RW_NYC,VIP Reload,App,2235.78,225,3951.28,No,No,1.7673
2025-09-22,RW_NYC,VIP Reload,Onsite,2004.76,204,5874.05,No,No,2.9301
2025-09-22,RW_NYC,Slots Frenzy,Email,689.29,70,2224.64,No,No,3.2274
2025-09-22,RW_NYC,Slots Frenzy,SMS,848.75,188,3220.91,No,No,3.7949
2025-09-22,RW_NYC,Slots Frenzy,App,1191.19,213,2338.36,No,No,1.963
2025-09-22,RW_NYC,Slots Frenzy,Onsite,2478.6,247,5367.42,No,No,2.1655
2025-09-23,RW_NYC,Fall Bonus,Email,1323.04,2,4010.82,No,No,3.0315
2025-09-23,RW_NYC,Fall Bonus,SMS,809.74,241,1955.85,No,No,2.4154
2025-09-23,RW_NYC,Fall Bonus,App,1833.19,194,6598.81,No,No,3.5996
2025-09-23,RW_NYC,Fall Bonus,Onsite,2935.14,276,5084.29,No,No,1.7322
2025-09-23,RW_NYC,Holiday Boost,Email,1049.17,173,3013.77,No,No,2.8725
2025-09-23,RW_NYC,Holiday Boost,SMS,711.34,186,2464.13,No,No,3.4641
2025-09-23,RW_NYC,Holiday Boost,App,2923.49,258,5771.5,No,No,1.9742
2025-09-23,RW_NYC,Holiday Boost,Onsite,968.34,278,3173.46,No,No,3.2772
2025-09-23,RW_NYC,VIP Reload,Email,756.51,40,2659.51,No,No,3.5155
2025-09-23,RW_NYC,VIP Reload,SMS,1208.09,159,2028.64,No,No,1.6792
2025-09-23,RW_NYC,VIP Reload,App,764.21,166,1498.7,No,No,1.9611
2025-09-23,RW_NYC,VIP Reload,Onsite,464.61,223,1011.04,No,No,2.1761
2025-09-23,RW_NYC,Slots Frenzy,Email,459.02,156,1716.01,No,No,3.7384
2025-09-23,RW_NYC,Slots Frenzy,SMS,1321.18,136,2790.11,No,No,2.1118
2025-09-23,RW_NYC,Slots Frenzy,App,2115.71,148,3522.44,No,No,1.6649
2025-09-23,RW_NYC,Slots Frenzy,Onsite,351.53,295,687.24,No,No,1.955
2025-09-24,RW_NYC,Fall Bonus,Email,824.35,162,1847.32,No,No,2.2409
2025-09-24,RW_NYC,Fall Bonus,SMS,1537.86,196,3232.08,No,No,2.1017
2025-09-24,RW_NYC,Fall Bonus,App,2257.33,73,5880.95,No,No,2.6053
2025-09-24,RW_NYC,Fall Bonus,Onsite,1631.48,314,5327.66,No,No,3.2655
2025-09-24,RW_NYC,Holiday Boost,Email,638.99,122,1738.39,No,No,2.7205
2025-09-24,RW_NYC,Holiday Boost,SMS,1242.51,239,3061.72,No,No,2.4641
2025-09-24,RW_NYC,Holiday Boost,App,700.64,161,1690.99,No,No,2.4135
2025-09-24,RW_NYC,Holiday Boost,Onsite,672.79,186,1508.2,No,No,2.2417
2025-09-24,RW_NYC,VIP Reload,Email,707.46,116,1483.31,No,No,2.0967
2025-09-24,RW_NYC,VIP Reload,SMS,1614.0,160,4102.61,No,No,2.5419
2025-09-24,RW_NYC,VIP Reload,App,2131.0,228,7187.46,No,No,3.3728
2025-09-24,RW_NYC,VIP Reload,Onsite,2323.96,328,6764.91,No,No,2.9109
2025-09-24,RW_NYC,Slots Frenzy,Email,799.11,103,1376.46,No,No,1.7225
2025-09-24,RW_NYC,Slots Frenzy,SMS,1294.13,122,3803.0,No,No,2.9387
2025-09-24,RW_NYC,Slots Frenzy,App,2462.77,79,4338.79,No,No,1.7618
2025-09-24,RW_NYC,Slots Frenzy,Onsite,1689.09,152,4551.81,No,No,2.6948
2025-09-25,RW_NYC,Fall Bonus,Email,1129.93,123,1894.83,No,No,1.6769
2025-09-25,RW_NYC,Fall Bonus,SMS,893.9,279,3027.57,No,No,3.3869
2025-09-25,RW_NYC,Fall Bonus,App,2178.54,253,7624.37,No,No,3.4998
2025-09-25,RW_NYC,Fall Bonus,Onsite,1520.05,260,4228.61,No,No,2.7819
2025-09-25,RW_NYC,Holiday Boost,Email,1125.61,162,4096.7,No,No,3.6395
2025-09-25,RW_NYC,Holiday Boost,SMS,1150.05,168,3680.07,No,No,3.1999
2025-09-25,RW_NYC,Holiday Boost,App,2103.4,143,3592.12,No,No,1.7078
2025-09-25,RW_NYC,Holiday Boost,Onsite,2624.57,154,4927.14,No,No,1.8773
2025-09-25,RW_NYC,VIP Reload,Email,634.4,93,2258.69,No,No,3.5604
2025-09-25,RW_NYC,VIP Reload,SMS,1464.16,244,4017.45,No,No,2.7439
2025-09-25,RW_NYC,VIP Reload,App,1317.94,235,3911.07,No,No,2.9676
2025-09-25,RW_NYC,VIP Reload,Onsite,1638.68,268,6192.01,No,No,3.7787
2025-09-25,RW_NYC,Slots Frenzy,Email,1263.34,192,3893.02,No,No,3.0815
2025-09-25,RW_NYC,Slots Frenzy,SMS,1176.18,114,4040.08,No,No,3.4349
2025-09-25,RW_NYC,Slots Frenzy,App,2136.86,161,6436.63,No,No,3.0122
2025-09-25,RW_NYC,Slots Frenzy,Onsite,1272.42,267,4003.73,No,No,3.1465
2025-09-26,RW_NYC,Fall Bonus,Email,977.14,129,3628.61,No,No,3.7135
2025-09-26,RW_NYC,Fall Bonus,SMS,1321.07,188,4890.31,No,No,3.7018
2025-09-26,RW_NYC,Fall Bonus,App,1699.33,231,4243.91,No,No,2.4974
2025-09-26,RW_NYC,Fall Bonus,Onsite,621.28,299,1521.36,No,No,2.4488
2025-09-26,RW_NYC,Holiday Boost,Email,786.14,15,2258.87,No,No,2.8734
2025-09-26,RW_NYC,Holiday Boost,SMS,1800.74,148,6152.26,No,No,3.4165
2025-09-26,RW_NYC,Holiday Boost,App,2052.69,176,3688.0,No,No,1.7967
2025-09-26,RW_NYC,Holiday Boost,Onsite,1593.97,382,4345.61,No,No,2.7263
2025-09-26,RW_NYC,VIP Reload,Email,819.95,47,1821.3,No,No,2.2212
2025-09-26,RW_NYC,VIP Reload,SMS,771.53,282,2238.63,No,No,2.9015
2025-09-26,RW_NYC,VIP Reload,App,3146.33,246,11786.63,No,No,3.7462
2025-09-26,RW_NYC,VIP Reload,Onsite,3799.56,343,11212.13,No,No,2.9509
2025-09-26,RW_NYC,Slots Frenzy,Email,225.96,191,483.83,No,No,2.1412
2025-09-26,RW_NYC,Slots Frenzy,SMS,598.88,183,1827.07,No,No,3.0508
2025-09-26,RW_NYC,Slots Frenzy,App,1956.69,233,6516.01,No,No,3.3301
2025-09-26,RW_NYC,Slots Frenzy,Onsite,2305.34,157,4321.72,No,No,1.8747
2025-09-27,RW_NYC,Fall Bonus,Email,836.74,109,2280.38,No,No,2.7253
2025-09-27,RW_NYC,Fall Bonus,SMS,1198.22,282,2263.45,No,No,1.889
2025-09-27,RW_NYC,Fall Bonus,App,1344.59,221,4312.0,No,No,3.2069
2025-09-27,RW_NYC,Fall Bonus,Onsite,2955.82,255,8894.76,No,No,3.0092
2025-09-27,RW_NYC,Holiday Boost,Email,810.24,116,2788.04,No,No,3.441
2025-09-27,RW_NYC,Holiday Boost,SMS,417.85,180,1377.23,No,No,3.296
2025-09-27,RW_NYC,Holiday Boost,App,1886.6,130,5119.39,No,No,2.7136
2025-09-27,RW_NYC,Holiday Boost,Onsite,2133.8,233,6693.68,No,No,3.137
2025-09-27,RW_NYC,VIP Reload,Email,922.41,38,2103.56,No,No,2.2805
2025-09-27,RW_NYC,VIP Reload,SMS,1468.37,198,5400.0,No,No,3.6775
2025-09-27,RW_NYC,VIP Reload,App,2300.93,259,5251.74,No,No,2.2824
2025-09-27,RW_NYC,VIP Reload,Onsite,1754.19,295,5998.19,No,No,3.4194
2025-09-27,RW_NYC,Slots Frenzy,Email,1065.77,231,2104.62,No,No,1.9747
2025-09-27,RW_NYC,Slots Frenzy,SMS,2180.7,250,6778.1,No,No,3.1082
2025-09-27,RW_NYC,Slots Frenzy,App,2574.46,231,5435.98,No,No,2.1115
2025-09-27,RW_NYC,Slots Frenzy,Onsite,2247.89,212,5562.4,No,No,2.4745
2025-09-28,RW_NYC,Fall Bonus,Email,901.56,91,2159.27,No,No,2.395
2025-09-28,RW_NYC,Fall Bonus,SMS,394.86,133,1385.49,No,No,3.5088
2025-09-28,RW_NYC,Fall Bonus,App,1810.62,250,4134.85,No,No,2.2837
2025-09-28,RW_NYC,Fall Bonus,Onsite,966.06,339,3440.64,No,No,3.5615
2025-09-28,RW_NYC,Holiday Boost,Email,786.48,96,1284.43,No,No,1.6331
2025-09-28,RW_NYC,Holiday Boost,SMS,1507.93,206,4340.21,No,No,2.8783
2025-09-28,RW_NYC,Holiday Boost,App,1935.26,253,6102.74,No,No,3.1534
2025-09-28,RW_NYC,Holiday Boost,Onsite,1712.82,192,5067.11,No,No,2.9583
2025-09-28,RW_NYC,VIP Reload,Email,849.2,167,2206.29,No,No,2.5981
2025-09-28,RW_NYC,VIP Reload,SMS,904.98,108,2592.5,No,No,2.8647
2025-09-28,RW_NYC,VIP Reload,App,1584.56,223,3498.76,No,No,2.208
2025-09-28,RW_NYC,VIP Reload,Onsite,2500.09,253,4803.62,No,No,1.9214
2025-09-28,RW_NYC,Slots Frenzy,Email,1436.92,138,4428.72,No,No,3.0821
2025-09-28,RW_NYC,Slots Frenzy,SMS,1755.81,192,5756.48,No,No,3.2785
2025-09-28,RW_NYC,Slots Frenzy,App,719.8,138,2685.68,No,No,3.7311
2025-09-28,RW_NYC,Slots Frenzy,Onsite,1537.65,155,2947.19,No,No,1.9167
2025-09-29,RW_NYC,Fall Bonus,Email,1193.97,12,2419.52,No,No,2.0264
2025-09-29,RW_NYC,Fall Bonus,SMS,2001.82,91,4899.92,No,No,2.4477
2025-09-29,RW_NYC,Fall Bonus,App,1655.18,318,3832.08,No,No,2.3152
2025-09-29,RW_NYC,Fall Bonus,Onsite,2058.44,342,5338.76,No,No,2.5936
2025-09-29,RW_NYC,Holiday Boost,Email,772.42,51,2230.94,No,No,2.8882
2025-09-29,RW_NYC,Holiday Boost,SMS,1123.41,193,2080.69,No,No,1.8521
2025-09-29,RW_NYC,Holiday Boost,App,1690.34,224,4385.27,No,No,2.5943
2025-09-29,RW_NYC,Holiday Boost,Onsite,2260.4,260,5008.71,No,No,2.2159
2025-09-29,RW_NYC,VIP Reload,Email,998.58,185,2301.15,No,No,2.3044
2025-09-29,RW_NYC,VIP Reload,SMS,1249.37,150,3030.74,No,No,2.4258
2025-09-29,RW_NYC,VIP Reload,App,819.49,232,1346.07,No,No,1.6426
2025-09-29,RW_NYC,VIP Reload,Onsite,1965.1,195,3695.12,No,No,1.8804
2025-09-29,RW_NYC,Slots Frenzy,Email,1134.48,21,2496.61,No,No,2.2007
2025-09-29,RW_NYC,Slots Frenzy,SMS,155.35,123,514.21,No,No,3.31
2025-09-29,RW_NYC,Slots Frenzy,App,717.14,177,2703.0,No,No,3.7691
2025-09-29,RW_NYC,Slots Frenzy,Onsite,2089.44,175,6210.15,No,No,2.9722
2025-09-30,RW_NYC,Fall Bonus,Email,1300.24,72,4236.54,No,No,3.2583
2025-09-30,RW_NYC,Fall Bonus,SMS,355.01,153,656.47,No,No,1.8492
2025-09-30,RW_NYC,Fall Bonus,App,1065.84,150,3219.61,No,No,3.0207
2025-09-30,RW_NYC,Fall Bonus,Onsite,2138.35,266,7033.73,No,No,3.2893
2025-09-30,RW_NYC,Holiday Boost,Email,1221.71,210,1993.51,No,No,1.6317
2025-09-30,RW_NYC,Holiday Boost,SMS,1984.02,164,4495.79,No,No,2.266
2025-09-30,RW_NYC,Holiday Boost,App,1311.62,130,3669.16,No,No,2.7974
2025-09-30,RW_NYC,Holiday Boost,Onsite,1189.25,284,2553.2,No,No,2.1469
2025-09-30,RW_NYC,VIP Reload,Email,796.64,47,2956.87,No,No,3.7117
2025-09-30,RW_NYC,VIP Reload,SMS,1491.44,159,2981.02,No,No,1.9988
2025-09-30,RW_NYC,VIP Reload,App,1624.04,123,3138.24,No,No,1.9324
2025-09-30,RW_NYC,VIP Reload,Onsite,2008.25,194,4725.94,No,No,2.3533
2025-09-30,RW_NYC,Slots Frenzy,Email,580.8,164,1312.37,No,No,2.2596
2025-09-30,RW_NYC,Slots Frenzy,SMS,1278.48,225,2390.45,No,No,1.8698
2025-09-30,RW_NYC,Slots Frenzy,App,1103.77,209,1926.88,No,No,1.7457
2025-09-30,RW_NYC,Slots Frenzy,Onsite,1191.67,249,2468.68,No,No,2.0716
2025-10-01,RW_NYC,Fall Bonus,Email,510.82,108,1170.63,No,No,2.2917
2025-10-01,RW_NYC,Fall Bonus,SMS,636.99,152,1208.21,No,No,1.8967
2025-10-01,RW_NYC,Fall Bonus,App,1261.26,96,4107.26,No,No,3.2565
2025-10-01,RW_NYC,Fall Bonus,Onsite,2227.98,299,7936.69,No,No,3.5623
2025-10-01,RW_NYC,Holiday Boost,Email,504.09,127,1485.5,No,No,2.9469
2025-10-01,RW_NYC,Holiday Boost,SMS,1730.0,159,3692.71,No,No,2.1345
2025-10-01,RW_NYC,Holiday Boost,App,730.6,149,1320.63,No,No,1.8076
2025-10-01,RW_NYC,Holiday Boost,Onsite,2066.2,264,4444.09,No,No,2.1509
2025-10-01,RW_NYC,VIP Reload,Email,1072.51,137,3084.74,No,No,2.8762
2025-10-01,RW_NYC,VIP Reload,SMS,1809.82,107,4470.35,No,No,2.4701
2025-10-01,RW_NYC,VIP Reload,App,2645.06,269,5936.46,No,No,2.2444
2025-10-01,RW_NYC,VIP Reload,Onsite,1864.61,367,5416.39,No,No,2.9048
2025-10-01,RW_NYC,Slots Frenzy,Email,1214.93,68,2342.98,No,No,1.9285
2025-10-01,RW_NYC,Slots Frenzy,SMS,2358.93,69,3816.8,No,No,1.618
2025-10-01,RW_NYC,Slots Frenzy,App,1743.26,303,3091.73,No,No,1.7735
2025-10-01,RW_NYC,Slots Frenzy,Onsite,2094.46,286,7566.02,No,No,3.6124
2025-10-02,RW_NYC,Fall Bonus,Email,912.14,240,3045.53,No,No,3.3389
2025-10-02,RW_NYC,Fall Bonus,SMS,824.0,51,1963.96,No,No,2.3834
2025-10-02,RW_NYC,Fall Bonus,App,1829.88,210,4966.56,No,No,2.7141
2025-10-02,RW_NYC,Fall Bonus,Onsite,305.03,248,707.95,No,No,2.3209
2025-10-02,RW_NYC,Holiday Boost,Email,855.26,224,2492.7,No,No,2.9146
2025-10-02,RW_NYC,Holiday Boost,SMS,1029.4,233,2285.94,No,No,2.2207
2025-10-02,RW_NYC,Holiday Boost,App,97.17,127,333.09,No,No,3.4279
2025-10-02,RW_NYC,Holiday Boost,Onsite,1973.28,354,3915.5,No,No,1.9843
2025-10-02,RW_NYC,VIP Reload,Email,1413.51,130,5057.66,No,No,3.5781
2025-10-02,RW_NYC,VIP Reload,SMS,1477.06,65,5479.75,No,No,3.7099
2025-10-02,RW_NYC,VIP Reload,App,1302.98,194,4805.88,No,No,3.6884
2025-10-02,RW_NYC,VIP Reload,Onsite,2959.06,300,9401.21,No,No,3.1771
2025-10-02,RW_NYC,Slots Frenzy,Email,1244.26,241,3653.78,No,No,2.9365
2025-10-02,RW_NYC,Slots Frenzy,SMS,874.84,183,1734.57,No,No,1.9827
2025-10-02,RW_NYC,Slots Frenzy,App,1810.62,208,4757.29,No,No,2.6274
2025-10-02,RW_NYC,Slots Frenzy,Onsite,2034.38,245,3704.51,No,No,1.821
2025-10-03,RW_NYC,Fall Bonus,Email,812.23,68,2941.91,No,No,3.622
2025-10-03,RW_NYC,Fall Bonus,SMS,1054.37,193,1851.6,No,No,1.7561
2025-10-03,RW_NYC,Fall Bonus,App,2505.97,206,8677.07,No,No,3.4626
2025-10-03,RW_NYC,Fall Bonus,Onsite,2103.42,270,4630.55,No,No,2.2014
2025-10-03,RW_NYC,Holiday Boost,Email,1389.31,122,5120.37,No,No,3.6855
2025-10-03,RW_NYC,Holiday Boost,SMS,1228.49,20,4121.98,No,No,3.3553
2025-10-03,RW_NYC,Holiday Boost,App,928.0,186,2055.16,No,No,2.2146
2025-10-03,RW_NYC,Holiday Boost,Onsite,909.85,232,2986.29,No,No,3.2822
2025-10-03,RW_NYC,VIP Reload,Email,1220.13,131,3956.84,No,No,3.243
2025-10-03,RW_NYC,VIP Reload,SMS,743.26,158,1573.98,No,No,2.1177
2025-10-03,RW_NYC,VIP Reload,App,2029.86,270,3725.08,No,No,1.8351
2025-10-03,RW_NYC,VIP Reload,Onsite,3220.33,239,10854.2,No,No,3.3705
2025-10-03,RW_NYC,Slots Frenzy,Email,1787.04,106,3147.63,No,No,1.7614
2025-10-03,RW_NYC,Slots Frenzy,SMS,1472.39,296,3046.22,No,No,2.0689
2025-10-03,RW_NYC,Slots Frenzy,App,2388.23,159,5008.07,No,No,2.097
2025-10-03,RW_NYC,Slots Frenzy,Onsite,1214.81,149,3977.38,No,No,3.2741
2025-10-04,RW_NYC,Fall Bonus,Email,1245.2,68,2130.59,No,No,1.711
2025-10-04,RW_NYC,Fall Bonus,SMS,1490.15,348,3610.91,No,No,2.4232
2025-10-04,RW_NYC,Fall Bonus,App,2179.9,94,3779.61,No,No,1.7338
2025-10-04,RW_NYC,Fall Bonus,Onsite,1471.62,134,2812.94,No,No,1.9115
2025-10-04,RW_NYC,Holiday Boost,Email,332.36,135,579.74,No,No,1.7443
2025-10-04,RW_NYC,Holiday Boost,SMS,1199.03,121,3664.27,No,No,3.056
2025-10-04,RW_NYC,Holiday Boost,App,1797.87,305,3061.35,No,No,1.7028
2025-10-04,RW_NYC,Holiday Boost,Onsite,2658.18,252,4554.42,No,No,1.7134
2025-10-04,RW_NYC,VIP Reload,Email,705.14,130,2587.91,No,No,3.6701
2025-10-04,RW_NYC,VIP Reload,SMS,2216.43,90,5149.08,No,No,2.3231
2025-10-04,RW_NYC,VIP Reload,App,1580.09,258,3391.49,No,No,2.1464
2025-10-04,RW_NYC,VIP Reload,Onsite,1264.81,210,2892.77,No,No,2.2871
2025-10-04,RW_NYC,Slots Frenzy,Email,899.27,158,3099.07,No,No,3.4462
2025-10-04,RW_NYC,Slots Frenzy,SMS,1417.12,138,4959.53,No,No,3.4997
2025-10-04,RW_NYC,Slots Frenzy,App,1491.91,192,4993.52,No,No,3.3471
2025-10-04,RW_NYC,Slots Frenzy,Onsite,2150.16,242,4191.37,No,No,1.9493
2025-10-05,RW_NYC,Fall Bonus,Email,917.97,112,2708.66,No,No,2.9507
2025-10-05,RW_NYC,Fall Bonus,SMS,1334.69,119,3647.91,No,No,2.7332
2025-10-05,RW_NYC,Fall Bonus,App,2004.52,186,7575.51,No,No,3.7792
2025-10-05,RW_NYC,Fall Bonus,Onsite,2336.01,94,5666.14,No,No,2.4256
2025-10-05,RW_NYC,Holiday Boost,Email,1002.57,142,2301.83,No,No,2.2959
2025-10-05,RW_NYC,Holiday Boost,SMS,1427.96,202,3686.12,No,No,2.5814
2025-10-05,RW_NYC,Holiday Boost,App,1911.27,199,5576.5,No,No,2.9177
2025-10-05,RW_NYC,Holiday Boost,Onsite,2732.88,292,8427.92,No,No,3.0839
2025-10-05,RW_NYC,VIP Reload,Email,284.56,220,957.28,No,No,3.3641
2025-10-05,RW_NYC,VIP Reload,SMS,1184.14,128,3931.28,No,No,3.3199
2025-10-05,RW_NYC,VIP Reload,App,2044.73,265,3495.88,No,No,1.7097
2025-10-05,RW_NYC,VIP Reload,Onsite,425.66,190,1010.98,No,No,2.3751
2025-10-05,RW_NYC,Slots Frenzy,Email,618.35,142,1172.49,No,No,1.8962
2025-10-05,RW_NYC,Slots Frenzy,SMS,1380.28,186,3771.61,No,No,2.7325
2025-10-05,RW_NYC,Slots Frenzy,App,1744.77,216,3039.31,No,No,1.742
2025-10-05,RW_NYC,Slots Frenzy,Onsite,2173.75,221,7206.81,No,No,3.3154
2025-10-06,RW_NYC,Fall Bonus,Email,538.77,181,1955.54,No,No,3.6296
2025-10-06,RW_NYC,Fall Bonus,SMS,14.44,136,36.46,No,No,2.5249
2025-10-06,RW_NYC,Fall Bonus,App,1934.23,111,3881.23,No,No,2.0066
2025-10-06,RW_NYC,Fall Bonus,Onsite,2204.8,257,7109.72,No,No,3.2247
2025-10-06,RW_NYC,Holiday Boost,Email,772.02,118,2110.48,No,No,2.7337
2025-10-06,RW_NYC,Holiday Boost,SMS,1910.5,186,6708.71,No,No,3.5115
2025-10-06,RW_NYC,Holiday Boost,App,1192.56,233,2148.45,No,No,1.8015
2025-10-06,RW_NYC,Holiday Boost,Onsite,1372.91,230,2520.95,No,No,1.8362
2025-10-06,RW_NYC,VIP Reload,Email,611.74,1,2081.06,No,No,3.4019
2025-10-06,RW_NYC,VIP Reload,SMS,1286.05,73,3693.78,No,No,2.8722
2025-10-06,RW_NYC,VIP Reload,App,1052.0,206,2664.07,No,No,2.5324
2025-10-06,RW_NYC,VIP Reload,Onsite,1589.67,197,3943.59,No,No,2.4808
2025-10-06,RW_NYC,Slots Frenzy,Email,1040.04,131,3796.63,No,No,3.6505
2025-10-06,RW_NYC,Slots Frenzy,SMS,887.17,143,3355.1,No,No,3.7818
2025-10-06,RW_NYC,Slots Frenzy,App,2738.66,227,9602.36,No,No,3.5062
2025-10-06,RW_NYC,Slots Frenzy,Onsite,2427.6,136,5481.26,No,No,2.2579
2025-10-07,RW_NYC,Fall Bonus,Email,656.01,70,2128.01,No,No,3.2439
2025-10-07,RW_NYC,Fall Bonus,SMS,1851.07,175,4127.34,No,No,2.2297
2025-10-07,RW_NYC,Fall Bonus,App,1811.58,136,3979.14,No,No,2.1965
2025-10-07,RW_NYC,Fall Bonus,Onsite,1395.25,322,3094.05,No,No,2.2176
2025-10-07,RW_NYC,Holiday Boost,Email,670.97,155,2143.54,No,No,3.1947
2025-10-07,RW_NYC,Holiday Boost,SMS,882.96,157,2632.09,No,No,2.981
2025-10-07,RW_NYC,Holiday Boost,App,1132.7,233,2958.76,No,No,2.6121
2025-10-07,RW_NYC,Holiday Boost,Onsite,2927.95,221,5951.42,No,No,2.0326
2025-10-07,RW_NYC,VIP Reload,Email,956.44,121,1563.3,No,No,1.6345
2025-10-07,RW_NYC,VIP Reload,SMS,816.91,248,2179.11,No,No,2.6675
2025-10-07,RW_NYC,VIP Reload,App,1417.89,113,3814.58,No,No,2.6903
2025-10-07,RW_NYC,VIP Reload,Onsite,2643.22,209,9404.72,No,No,3.5581
2025-10-07,RW_NYC,Slots Frenzy,Email,1009.59,84,2896.98,No,No,2.8695
2025-10-07,RW_NYC,Slots Frenzy,SMS,1417.67,98,4414.26,No,No,3.1137
2025-10-07,RW_NYC,Slots Frenzy,App,1480.05,256,4979.66,No,No,3.3645
2025-10-07,RW_NYC,Slots Frenzy,Onsite,2004.19,174,3462.45,No,No,1.7276
2025-10-08,RW_NYC,Fall Bonus,Email,1530.82,166,3753.88,No,No,2.4522
2025-10-08,RW_NYC,Fall Bonus,SMS,1111.31,278,1916.04,No,No,1.7241
2025-10-08,RW_NYC,Fall Bonus,App,1911.78,207,4441.85,No,No,2.3234
2025-10-08,RW_NYC,Fall Bonus,Onsite,2117.85,306,6663.51,No,No,3.1464
2025-10-08,RW_NYC,Holiday Boost,Email,548.52,154,1929.95,No,No,3.5185
2025-10-08,RW_NYC,Holiday Boost,SMS,1488.64,162,2433.05,No,No,1.6344
2025-10-08,RW_NYC,Holiday Boost,App,1298.96,238,3311.81,No,No,2.5496
2025-10-08,RW_NYC,Holiday Boost,Onsite,3429.31,390,7710.46,No,No,2.2484
2025-10-08,RW_NYC,VIP Reload,Email,860.18,180,1708.29,No,No,1.986
2025-10-08,RW_NYC,VIP Reload,SMS,789.35,178,2425.47,No,No,3.0727
2025-10-08,RW_NYC,VIP Reload,App,1471.42,189,3052.89,No,No,2.0748
