date,hotel,rooms_available,rooms_sold,average_daily_rate,room_revenue
2024-05-20,Hotel C,201,129,276.2497780558127,35636.22136919984
2024-05-21,Hotel A,235,176,289.8508656301678,51013.75235090953
2024-05-21,Hotel B,238,223,256.8169341188575,57270.17630850522
2024-05-21,Hotel C,248,234,193.68012113670773,45321.148345989604
2024-05-22,Hotel A,217,147,158.358846724515,23278.750468503702
2024-05-22,Hotel B,243,219,248.68632723640457,54462.3056647726
2024-05-22,Hotel C,197,177,205.1777832044803,36316.467627193015
2024-05-23,Hotel A,239,158,276.35217023200994,43663.64289665757
2024-05-23,Hotel B,232,151,201.6648542289509,30451.392988571584
2024-05-23,Hotel C,229,198,232.71965789365476,46078.49226294364
2024-05-24,Hotel A,243,170,284.130486292784,48302.182669773276
2024-05-24,Hotel B,182,121,203.1775123378189,24584.478992876087
2024-05-24,Hotel C,196,159,164.55719200860753,26164.593529368598
2024-05-25,Hotel A,188,125,208.48701841345866,26060.877301682332
2024-05-25,Hotel B,242,200,178.6665835113735,35733.3167022747
2024-05-25,Hotel C,181,159,175.86515260624327,27962.55926439268
2024-05-26,Hotel A,200,125,190.64884015320325,23831.105019150407
2024-05-26,Hotel B,217,152,245.09673950277767,37254.704404422206
2024-05-26,Hotel C,212,197,283.4073575372352,55831.249434835336
2024-05-27,Hotel A,190,145,138.88743211527148,20138.677656714364
2024-05-27,Hotel B,196,124,222.7628103319496,27622.58848116175
2024-05-27,Hotel C,233,190,246.44369469793872,46824.30199260836
2024-05-28,Hotel A,219,132,178.76303548391854,23596.720683877247
2024-05-28,Hotel B,181,142,278.856027447528,39597.55589754898
2024-05-28,Hotel C,209,127,134.14412948790374,17036.304444963775
2024-05-29,Hotel A,201,143,295.9439495366614,42319.984783742584
2024-05-29,Hotel B,225,189,267.85933104177593,50625.41356689565
2024-05-29,Hotel C,223,141,234.5574449178546,33072.5997334175
2024-05-30,Hotel A,246,224,227.0597947278485,50861.39401903807
2024-05-30,Hotel B,211,148,288.33632675390277,42673.77635957761
2024-05-30,Hotel C,229,187,261.0160906694906,48810.008955194746
2024-05-31,Hotel A,186,154,219.54026146655252,33809.20026584909
2024-05-31,Hotel B,185,163,201.41729121329402,32831.018467766924
2024-05-31,Hotel C,182,111,149.5199065781095,16596.709630170153
2024-06-01,Hotel A,193,121,130.8633751183015,15834.468389314481
2024-06-01,Hotel B,191,125,276.92104198659626,34615.13024832453
2024-06-01,Hotel C,198,186,180.64124251879923,33599.27110849666
2024-06-02,Hotel A,187,169,198.05796011215,33471.79525895335
2024-06-02,Hotel B,211,163,219.96543916877363,35854.3665845101
2024-06-02,Hotel C,197,163,179.8166325639196,29310.111107918896
2024-06-03,Hotel A,235,221,237.05862354244863,52389.955802881144
2024-06-03,Hotel B,214,144,195.31196196017748,28124.92252226556
2024-06-03,Hotel C,186,141,276.2890509735085,38956.7561872647
2024-06-04,Hotel A,210,156,272.32415256342887,42482.5677998949
2024-06-04,Hotel B,216,155,186.7869773372285,28951.98148727042
2024-06-04,Hotel C,199,154,217.7940942053919,33540.29050763035
2024-06-05,Hotel A,230,184,198.9507754541263,36606.94268355924
2024-06-05,Hotel B,245,198,262.7320970290137,52020.95521174471
2024-06-05,Hotel C,218,151,226.6230591468052,34220.08193116758
2024-06-06,Hotel A,191,140,203.84630526364475,28538.482736910264
2024-06-06,Hotel B,200,171,143.68218332290678,24569.65334821706
2024-06-06,Hotel C,187,138,228.33396905916152,31510.08773016429
2024-06-07,Hotel A,221,150,294.8511169274951,44227.66753912427
2024-06-07,Hotel B,216,194,208.61001416064624,40470.34274716537
2024-06-07,Hotel C,241,152,192.90374383445788,29321.3690628376
2024-06-08,Hotel A,193,150,184.6620064919578,27699.30097379367
2024-06-08,Hotel B,181,114,237.38218419547883,27061.568998284587
2024-06-08,Hotel C,207,142,238.2125996174326,33826.18914567543
2024-06-09,Hotel A,244,212,143.55725892930298,30434.13889301223
2024-06-09,Hotel B,224,152,162.2413268870792,24660.681686836037
2024-06-09,Hotel C,189,118,150.55642291575734,17765.657904059364
2024-06-10,Hotel A,189,157,146.2361822840553,22959.080618596683
2024-06-10,Hotel B,184,126,231.0860975887254,29116.8482961794
2024-06-10,Hotel C,180,123,184.6651346249242,22713.811558865676
2024-06-11,Hotel A,207,126,252.5523627118153,31821.59770168873
2024-06-11,Hotel B,216,188,246.96940694019665,46430.24850475697
2024-06-11,Hotel C,235,189,276.2888304923865,52218.588963061055
2024-06-12,Hotel A,240,146,297.6047364642891,43450.2915237862
2024-06-12,Hotel B,216,200,127.08183732033174,25416.36746406635
2024-06-12,Hotel C,214,162,288.0975031550229,46671.795511113705
2024-06-13,Hotel A,248,157,225.240726079666,35362.79399450756
2024-06-13,Hotel B,191,124,297.5934221325924,36901.584344441464
2024-06-13,Hotel C,222,134,178.16351827265015,23873.91144853512
2024-06-14,Hotel A,208,187,201.85317401409463,37746.5435406357
2024-06-14,Hotel B,222,171,240.03556635829878,41046.08184726909
2024-06-14,Hotel C,202,123,175.42738948641437,21577.56890682897
2024-06-15,Hotel A,229,153,241.21783799848512,36906.32921376822
2024-06-15,Hotel B,180,154,148.1094920625913,22808.86177763906
2024-06-15,Hotel C,184,172,165.95517445111773,28544.29000559225
2024-06-16,Hotel A,244,217,290.03055950532416,62936.63141265534
2024-06-16,Hotel B,209,161,231.21250323621848,37225.21302103117
2024-06-16,Hotel C,187,168,258.3334856142824,43400.025583199444
2024-06-17,Hotel A,225,207,228.1097176583225,47218.711555272756
2024-06-17,Hotel B,210,174,190.89559301774852,33215.833185088246
2024-06-17,Hotel C,248,198,182.7432601035547,36183.16550050383
2024-06-18,Hotel A,245,232,128.6781669949001,29853.334742816824
2024-06-18,Hotel B,212,157,276.73562106070665,43447.49250653094
2024-06-18,Hotel C,210,180,278.1328010342426,50063.90418616367
2024-06-19,Hotel A,183,152,265.4122695494266,40342.664971512844
2024-06-19,Hotel B,192,168,198.40499666632795,33332.039439943095
2024-06-19,Hotel C,180,115,218.00803763295292,25070.924327789588
2024-06-20,Hotel A,194,159,229.769724989765,36533.386273372635
2024-06-20,Hotel B,194,163,189.94045822866224,30960.294691271945
2024-06-20,Hotel C,212,144,187.1853224932812,26954.68643903249
2024-06-21,Hotel A,223,134,225.67110738620715,30239.92838975176
2024-06-21,Hotel B,245,186,188.36144043226136,35035.22792040061
2024-06-21,Hotel C,205,191,272.4901250470633,52045.61388398909
2024-06-22,Hotel A,207,126,181.42460897270814,22859.500730561227
2024-06-22,Hotel B,191,124,214.7922835084127,26634.243155043176
2024-06-22,Hotel C,223,171,190.98575828730304,32658.56466712882
2024-06-23,Hotel A,249,214,248.7883632778694,53240.70974146405
2024-06-23,Hotel B,222,134,155.2400374230383,20802.165014687132
2024-06-23,Hotel C,226,141,291.83880540599534,41149.27156224535
2024-06-24,Hotel A,215,198,130.84813025212094,25907.929789919945
2024-06-24,Hotel B,200,153,155.02049817335418,23718.13622052319
2024-06-24,Hotel C,247,170,171.27712235314613,29117.110800034843
2024-06-25,Hotel A,206,190,215.80683840102722,41003.299296195175
2024-06-25,Hotel B,187,132,229.8600809959653,30341.53069146742
2024-06-25,Hotel C,197,145,295.81054295926424,42892.52872909331
2024-06-26,Hotel A,186,155,152.65890258521284,23662.12990070799
2024-06-26,Hotel B,192,127,173.1500920596558,21990.061691576288
2024-06-26,Hotel C,221,146,285.1954480508479,41638.535415423794
2024-06-27,Hotel A,247,155,266.8347558307705,41359.38715376943
2024-06-27,Hotel B,223,137,233.96724760692402,32053.51292214859
2024-06-27,Hotel C,192,155,267.45399469682224,41455.369178007444
2024-06-28,Hotel A,188,165,236.38906441611482,39004.19562865895
2024-06-28,Hotel B,221,202,183.61584827448925,37090.40135144683
2024-06-28,Hotel C,205,141,174.3708903302631,24586.295536567097
